career,skills,source
Computer Vision Engineer,computer vision | pytorch | deep learning | machine learning,global_ai_jobs_dataset
Machine Learning Engineer,machine learning | statistics | nlp | computer vision,global_ai_jobs_dataset
Game Developer,c++ expert | c# expert | python advanced | java advanced | unity expert | unreal engine expert | advanced ai | gameplay systems | multiplayer networking | physics and collision systems | shader programming hlsl | glsl | graphics optimization | performance profiling | cross-platform development | testing frameworks | leadership | team collaboration | project management | c++ | c# | unity | unreal engine | game ai | shader programming | multiplayer | performance optimization,job_dataset
MLOps Engineer,sql | data analysis | statistics | deep learning,global_ai_jobs_dataset
Data Analyst,pytorch | machine learning | sql | nlp,global_ai_jobs_dataset
Machine Learning Engineer,pytorch | deep learning | python | machine learning,global_ai_jobs_dataset
MLOps Engineer,tensorflow | nlp | statistics | deep learning,global_ai_jobs_dataset
Prompt Engineer,tensorflow | nlp | sql | pytorch,global_ai_jobs_dataset
Data Analyst,deep learning | nlp | data analysis | python,global_ai_jobs_dataset
AI Researcher,data analysis | statistics | machine learning | tensorflow,global_ai_jobs_dataset
NLP Engineer,tensorflow | nlp | data analysis | machine learning,global_ai_jobs_dataset
AI Engineer,computer vision | statistics | python | deep learning,global_ai_jobs_dataset
Blockchain Developer,java basics | python basics | c++ basics | solidity basics | ethereum fundamentals | hyperledger basics | corda basics | smart contract development and testing | cryptography basics | dapps basics | git basics | truffle basics | remix ide basics | problem-solving | communication | teamwork | blockchain | ethereum | solidity | smart contracts | cryptography | dapps | hyperledger | corda,job_dataset
NLP Engineer,nlp | python | deep learning | tensorflow,global_ai_jobs_dataset
Computer Vision Engineer,deep learning | python | machine learning | pytorch,global_ai_jobs_dataset
NLP Engineer,computer vision | python | deep learning | nlp,global_ai_jobs_dataset
Game Developer,c++ expert | c# expert | python advanced | java advanced | unity expert | unreal engine expert | godot basics | ai | gameplay systems | multiplayer networking | physics simulation | shader programming hlsl | glsl | graphics optimization | cross-platform deployment | testing frameworks | leadership | team collaboration | project management | c++ | c# | unity | unreal engine | game ai | shader programming | multiplayer | performance optimization,job_dataset
Data Analyst,pytorch | tensorflow | statistics | machine learning,global_ai_jobs_dataset
Ethical Hacker,advanced python | c | c++ | javascript | bash | powershell scripting | network and application security | linux expert | windows security and active directory | penetration testing and vulnerability assessment | web application security | metasploit | burp suite | nmap | sqlmap | cryptography | ssl | tls | malware analysis | reverse engineering | compliance (nist | iso) | leadership | analytical thinking | communication | ethical hacking | penetration testing | network security | python | linux | windows security,job_dataset
Prompt Engineer,pytorch | deep learning | python | sql,global_ai_jobs_dataset
AI Product Manager,python | data analysis | machine learning | deep learning,global_ai_jobs_dataset
Site Reliability Engineer,python basics | shell scripting (bash | zsh) | linux os basics | windows os fundamentals | cloud platforms basics (aws | azure | gcp) | docker fundamentals | kubernetes basics | monitoring tools intro (prometheus | grafana) | networking basics (tcp | ip | dns) | basic automation scripts | analytical thinking | time management | communication | python | bash | linux | docker | kubernetes | aws | ci | cd | prometheus | networking | automation,job_dataset
AI Researcher,data analysis | nlp | sql | statistics,global_ai_jobs_dataset
Machine Learning Engineer,tensorflow | sql | python | data analysis,global_ai_jobs_dataset
Blockchain Developer,java basics | python basics | c++ basics | solidity basics | ethereum fundamentals | hyperledger basics | corda basics | smart contract development | cryptography basics | dapps basics | git | truffle | remix ide | problem-solving | communication | collaboration | blockchain | ethereum | solidity | smart contracts | cryptography | dapps | hyperledger | corda,job_dataset
Ethical Hacker,python | c | c++ | javascript | bash | powershell | advanced network security | linux and windows expert | penetration testing | vulnerability assessment | web security testing | metasploit | burp suite | nmap | sqlmap | cryptography | malware analysis | reverse engineering | compliance frameworks | leadership | problem-solving | communication | ethical hacking | network security | linux | windows security,job_dataset
AI Researcher,python | data analysis | statistics | nlp,global_ai_jobs_dataset
Data Engineer,python | scala | sql | kafka | flink | azure synapse | mongodb | airflow,job_dataset
.NET Developer,c# | .net framework | asp.net | html | css | sql server | .net,job_dataset
AI Engineer,data analysis | nlp | deep learning | computer vision,global_ai_jobs_dataset
AI Engineer,python | statistics | nlp | tensorflow,global_ai_jobs_dataset
Data Scientist,pytorch | sql | computer vision | tensorflow,global_ai_jobs_dataset
Data Engineer,java | python | sql | kafka | airflow | gcp bigquery | mongodb | data partitioning | bigquery,job_dataset
Data Engineer,scala | python | sql | kafka | flink | databricks | gcp bigquery | data modeling | bigquery,job_dataset
Java Developer,spring boot | rest apis | docker | kubernetes | microservices | java,job_dataset
Java Developer,advanced sql | database tuning | mongodb | cassandra | performance optimization | java | sql | nosql | performance tuning,job_dataset
Data Analyst,sql | nlp | data analysis | deep learning,global_ai_jobs_dataset
NLP Engineer,deep learning | data analysis | pytorch | tensorflow,global_ai_jobs_dataset
AI Product Manager,computer vision | machine learning | deep learning | pytorch,global_ai_jobs_dataset
NLP Engineer,data analysis | machine learning | nlp | statistics,global_ai_jobs_dataset
Blockchain Developer,java advanced | python advanced | solidity advanced | rust basics | ethereum | hyperledger | corda | smart contract security audits | gas optimization | cryptography advanced | scalable dapps | cross-chain interoperability | cloud integration | leadership | mentoring | collaboration | blockchain architecture | smart contract optimization | multi-chain | cross-chain | cryptography | consensus algorithms | security audits,job_dataset
Machine Learning Engineer,nlp | deep learning | tensorflow | machine learning,global_ai_jobs_dataset
Data Scientist,sql | machine learning | python | statistics,global_ai_jobs_dataset
Game Developer,c++ expert | c# expert | python advanced | java advanced | unity expert | unreal engine expert | godot basics | advanced gameplay systems | ai programming | physics simulation | multiplayer networking | shader programming hlsl | glsl | graphics optimization | cross-platform development | testing and debugging | leadership | team collaboration | project management | c++ | c# | unity | unreal engine | game ai | shader programming | multiplayer | performance optimization,job_dataset
Data Analyst,nlp | deep learning | computer vision | pytorch,global_ai_jobs_dataset
AI Product Manager,computer vision | statistics | machine learning | deep learning,global_ai_jobs_dataset
Blockchain Developer,java advanced | python advanced | solidity advanced | rust basics | ethereum multi-chain | hyperledger | corda | smart contract optimization | cryptography expert | scalable dapps | cross-chain interoperability | cloud integration | leadership | team management | innovation strategies | blockchain architecture | multi-chain | cross-chain | cryptography | consensus algorithms | ethereum | security audits,job_dataset
NLP Engineer,deep learning | nlp | pytorch | sql,global_ai_jobs_dataset
Game Developer,c++ expert | c# expert | python advanced | java advanced | unity expert | unreal engine expert | advanced gameplay and ai systems | multiplayer networking | physics and collision systems | shader programming hlsl | glsl | graphics optimization | performance profiling | cross-platform development | testing frameworks | leadership | team collaboration | project management | c++ | c# | unity | unreal engine | game ai | shader programming | multiplayer | performance optimization,job_dataset
Data Analyst,data analysis | pytorch | nlp | machine learning,global_ai_jobs_dataset
AI Engineer,tensorflow | pytorch | nlp | data analysis,global_ai_jobs_dataset
Web Developer,html5 | css3 | javascript | vue.js basics | node.js basics | git | mongodb basics | rest apis | ajax | vue.js | node.js | mongodb,job_dataset
Data Engineer,python | java | sql | spark | kafka | aws redshift | azure data lake | airflow | aws,job_dataset
MLOps Engineer,machine learning | statistics | deep learning | python,global_ai_jobs_dataset
NLP Engineer,computer vision | sql | nlp | pytorch,global_ai_jobs_dataset
.NET Developer,c# | .net framework basics | asp.net mvc | entity framework basics | sql server | linq | .net | entity framework,job_dataset
.NET Developer,c# | .net | asp.net | sql | rest api | entity framework | azure | git | microservices | docker | linq | wpf | blazor | signalr | unit testing | dependency injection | design patterns | ci | cd | kubernetes | grpc,it_jobs_required_skills
Site Reliability Engineer,python | go | java | bash | zsh scripting | linux | windows administration | aws | azure | gcp advanced | docker | kubernetes expert | ci | cd pipelines | iac (terraform | ansible | puppet | chef) | monitoring & logging tools | networking | automation | distributed systems | security compliance | problem-solving | leadership | collaboration | communication | kubernetes | terraform | cd | monitoring,job_dataset
Prompt Engineer,deep learning | data analysis | tensorflow | statistics,global_ai_jobs_dataset
Site Reliability Engineer,python basics | bash scripting basics | linux administration fundamentals | windows os basics | introduction to cloud platforms | containerization basics (docker) | kubernetes basics | basic monitoring (nagios | grafana) | networking fundamentals | problem-solving | collaboration | communication | adaptability | python | bash | linux | docker | kubernetes | aws | monitoring | ci | cd | networking | automation,job_dataset
Computer Vision Engineer,statistics | tensorflow | sql | python,global_ai_jobs_dataset
Java Developer,advanced java | spring boot | hibernate | rest apis | sql | java developer,job_dataset
Web Developer,html5 | css3 | javascript | vue.js basics | node.js basics | python basics | git | mysql basics | rest apis | json | responsive design | vue.js | node.js | python | mysql,job_dataset
Game Developer,c++ expert | c# expert | python advanced | java advanced | unity expert | unreal engine expert | godot basics | advanced ai | gameplay systems | multiplayer networking | physics and collision systems | shader programming hlsl | glsl | graphics optimization | cross-platform development | testing | debugging | leadership | team collaboration | project management | c++ | c# | unity | unreal engine | game ai | shader programming | multiplayer | performance optimization,job_dataset
Data Scientist,pytorch | data analysis | tensorflow | sql,global_ai_jobs_dataset
Blockchain Developer,java advanced | python advanced | solidity advanced | rust basics | ethereum | hyperledger | corda | smart contract optimization | cryptography | scalable dapps | cross-chain interoperability | cloud integration | leadership | mentoring | team collaboration | innovation management | blockchain architecture | multi-chain | cross-chain | consensus algorithms | security audits,job_dataset
Game Developer,c++ expert | c# expert | python advanced | java advanced | unity expert | unreal engine expert | godot basics | advanced ai and gameplay systems | multiplayer networking | physics simulation | shader programming | graphics and performance optimization | cross-platform development | testing and debugging | leadership | team collaboration | project management | c++ | c# | unity | unreal engine | game ai | multiplayer | performance optimization,job_dataset
AI Researcher,data analysis | statistics | python | pytorch,global_ai_jobs_dataset
AI Product Manager,sql | python | machine learning | data analysis,global_ai_jobs_dataset
AI Engineer,data analysis | tensorflow | sql | python,global_ai_jobs_dataset
Game Developer,unity | c# | game design | physics simulation | 3d modeling | animation | shader programming | git | c++ | unreal engine | level design | audio design | multiplayer networking | performance optimization | ui design | particle systems | ai behavior | version control | asset pipeline | game analytics,it_jobs_required_skills
Site Reliability Engineer,linux | python | monitoring | kubernetes | docker | incident management | cloud | distributed systems | slo | sla | prometheus | grafana | chaos engineering | automation | bash | git | networking | on-call practices | capacity planning | postmortem | runbooks,it_jobs_required_skills
AI Engineer,python | statistics | tensorflow | data analysis,global_ai_jobs_dataset
NLP Engineer,deep learning | nlp | pytorch | computer vision,global_ai_jobs_dataset
Java Developer,spring boot | hibernate | kafka | microservices | jpa | java,job_dataset
Machine Learning Engineer,sql | tensorflow | computer vision | data analysis,global_ai_jobs_dataset
Data Scientist,data analysis | tensorflow | nlp | python,global_ai_jobs_dataset
Site Reliability Engineer,python | go | java | bash | zsh scripting | linux | windows administration | cloud platforms expert | docker | kubernetes | ci | cd pipelines | iac (terraform | ansible | puppet | chef) | monitoring & logging | networking | automation | distributed systems | security and compliance | problem-solving | leadership | collaboration | communication | aws | terraform | cd | monitoring,job_dataset
Data Analyst,statistics | python | machine learning | sql,global_ai_jobs_dataset
AI Researcher,data analysis | sql | deep learning | python,global_ai_jobs_dataset
Data Analyst,machine learning | tensorflow | deep learning | python,global_ai_jobs_dataset
Data Analyst,tensorflow | computer vision | sql | python,global_ai_jobs_dataset
.NET Developer,c# | asp.net core | microservices | kubernetes | entity framework | azure | solid principles | .net core | solid,job_dataset
AI Researcher,python | machine learning | tensorflow | data analysis,global_ai_jobs_dataset
.NET Developer,c# | .net framework | asp.net basics | sql server | html | css | linq | visual studio | .net | entity framework | asp.net,job_dataset
Data Engineer,python | scala basics | postgresql | mongodb | data modeling basics | azure fundamentals | hadoop basics | etl | sql | azure,job_dataset
AI Product Manager,sql | tensorflow | machine learning | pytorch,global_ai_jobs_dataset
Web Developer,javascript | typescript | react | node.js | express.js | sql | mongodb | docker | kubernetes | graphql | rest apis,job_dataset
NLP Engineer,pytorch | machine learning | deep learning | data analysis,global_ai_jobs_dataset
Game Developer,c++ advanced | c# advanced | python advanced | java advanced | unity expert | unreal engine expert | godot basics | gameplay systems | ai programming | physics | shader programming hlsl | glsl | multiplayer networking | performance optimization | cross-platform development | testing frameworks | debugging and profiling | leadership | project management | team collaboration | c++ | c# | unity | unreal engine | game ai | shader programming | multiplayer,job_dataset
Machine Learning Engineer,statistics | sql | tensorflow | machine learning,global_ai_jobs_dataset
Prompt Engineer,tensorflow | sql | statistics | nlp,global_ai_jobs_dataset
Java Developer,java apis | collections framework | javascript basics | html | css | java | apis | collections | web development,job_dataset
Game Developer,c++ basics | c# basics | java basics | python basics | unity basics | unreal engine basics | physics and animation basics | directx | opengl basics | git basics | debugging basics | mobile game awareness | communication | teamwork | creativity | adaptability | c++ | c# | unity | unreal engine | game mechanics | graphics programming | git | debugging,job_dataset
Game Developer,c++ expert | c# expert | python advanced | java advanced | unity expert | unreal engine expert | godot basics | ai and gameplay systems | multiplayer networking | physics and collision systems | shader programming hlsl | glsl | graphics optimization | performance profiling | cross-platform development | testing frameworks | leadership | project management | team collaboration | c++ | c# | unity | unreal engine | game ai | shader programming | multiplayer | performance optimization,job_dataset
Site Reliability Engineer,python | go | java | bash | zsh scripting | linux | windows expert | cloud platforms (aws | azure | gcp) | docker | kubernetes expert | ci | cd pipelines (jenkins | github actions | bamboo) | iac (terraform | ansible | puppet | chef) | monitoring & logging (prometheus | grafana | elk | nagios | splunk) | networking (tcp | ip | dns | load balancing | cdn) | automation | distributed systems architecture | security compliance | problem-solving | leadership | collaboration | communication | kubernetes | aws | terraform | cd | monitoring | distributed systems,job_dataset
MLOps Engineer,sql | python | tensorflow | nlp,global_ai_jobs_dataset
Web Developer,javascript | typescript | vue.js | node.js | express.js | sql | redis | aws | docker | testing with jest | enzyme | jest,job_dataset
Site Reliability Engineer,python | go | java | bash | zsh scripting | linux expert | windows server | cloud platforms expert | docker | kubernetes | ci | cd pipelines | iac (terraform | ansible | puppet) | monitoring & logging (prometheus | grafana | elk | nagios | splunk) | networking (tcp | ip | dns | load balancing | cdn) | automation | distributed systems design | security compliance | problem-solving | leadership | collaboration | communication | linux | aws | terraform | cd | monitoring | distributed systems,job_dataset
Machine Learning Engineer,python | statistics | sql | machine learning,global_ai_jobs_dataset
Game Developer,c++ expert | c# expert | python advanced | java advanced | unity expert | unreal engine expert | advanced ai | gameplay systems | multiplayer networking | physics simulation | shader programming hlsl | glsl | graphics optimization | cross-platform development | testing frameworks | leadership | team collaboration | project management | c++ | c# | unity | unreal engine | game ai | shader programming | multiplayer | performance optimization,job_dataset
Data Scientist,tensorflow | deep learning | pytorch | machine learning,global_ai_jobs_dataset
AI Product Manager,statistics | nlp | sql | data analysis,global_ai_jobs_dataset
Game Developer,c++ expert | c# expert | python advanced | java advanced | unity expert | unreal engine expert | godot basics | gameplay systems and ai | multiplayer networking | physics | shader programming | graphics optimization | cross-platform development | debugging and profiling | leadership | project management | team collaboration | c++ | c# | unity | unreal engine | game ai | multiplayer | performance optimization,job_dataset
Ethical Hacker,python | c | c++ | javascript advanced | bash | powershell scripting | network and application security | linux expert | windows security expert | penetration testing | vulnerability assessment | metasploit | burp suite | nmap | sqlmap | cryptography | ssl | tls | malware analysis and reverse engineering | compliance frameworks | leadership | problem-solving | project management | ethical hacking | network security | linux | windows security | malware analysis,job_dataset
MLOps Engineer,deep learning | machine learning | pytorch | sql,global_ai_jobs_dataset
Computer Vision Engineer,sql | computer vision | statistics | tensorflow,global_ai_jobs_dataset
AI Product Manager,python | machine learning | data analysis | computer vision,global_ai_jobs_dataset
.NET Developer,c# | asp.net core | webapi | grpc | sql server | azure | .net core,job_dataset
AI Product Manager,machine learning | sql | data analysis | python,global_ai_jobs_dataset
Blockchain Developer,solidity | smart contracts | javascript | web3.js | cryptography | ethereum | python | hardhat | defi | git | truffle | ethers.js | ipfs | nfts | rust | layer 2 solutions | cross-chain protocols | security auditing | tokenomics | erc standards,it_jobs_required_skills
Game Developer,c++ basics | c# basics | java basics | python basics | unity basics | unreal engine basics | game mechanics basics | physics and animation basics | directx | opengl basics | git basics | debugging basics | mobile | console development basics | communication | teamwork | adaptability | creativity | c++ | c# | unity | unreal engine | game mechanics | graphics programming | git | debugging,job_dataset
AI Engineer,data analysis | nlp | deep learning | machine learning,global_ai_jobs_dataset
Machine Learning Engineer,nlp | deep learning | python | tensorflow,global_ai_jobs_dataset
Blockchain Developer,java basics | python basics | c++ basics | solidity basics | ethereum fundamentals | hyperledger basics | smart contract testing | cryptography fundamentals | dapps basics | git | truffle | remix ide | problem-solving | teamwork | adaptability | blockchain | ethereum | solidity | smart contracts | cryptography | dapps | hyperledger | corda,job_dataset
AI Product Manager,statistics | deep learning | data analysis | machine learning,global_ai_jobs_dataset
Machine Learning Engineer,nlp | pytorch | python | deep learning,global_ai_jobs_dataset
MLOps Engineer,sql | deep learning | statistics | python,global_ai_jobs_dataset
.NET Developer,c# | .net core | asp.net mvc | ci | cd | azure devops | docker | kubernetes | rest apis,job_dataset
Prompt Engineer,tensorflow | machine learning | data analysis | python,global_ai_jobs_dataset
Blockchain Developer,java advanced | python advanced | solidity advanced | rust basics | ethereum multi-chain | hyperledger fabric | corda | smart contract security audits | gas optimization | cryptography advanced | scalable dapps | cross-chain | cloud integration | leadership | mentoring | project management | blockchain architecture | smart contract optimization | multi-chain | cryptography | consensus algorithms | ethereum | hyperledger | security audits,job_dataset
Machine Learning Engineer,computer vision | machine learning | statistics | pytorch,global_ai_jobs_dataset
Data Scientist,machine learning | pytorch | sql | computer vision,global_ai_jobs_dataset
Web Developer,javascript | typescript | angular | node.js | express.js | sql | redis | docker | aws | ci | cd | testing with jest | enzyme | jest,job_dataset
Data Analyst,computer vision | pytorch | nlp | statistics,global_ai_jobs_dataset
Prompt Engineer,data analysis | sql | machine learning | tensorflow,global_ai_jobs_dataset
Web Developer,html5 | css3 | javascript | angular basics | node.js basics | python basics | git | mysql basics | rest apis | angular | node.js | python | mysql,job_dataset
Prompt Engineer,computer vision | data analysis | sql | statistics,global_ai_jobs_dataset
MLOps Engineer,deep learning | machine learning | statistics | tensorflow,global_ai_jobs_dataset
AI Product Manager,nlp | computer vision | data analysis | python,global_ai_jobs_dataset
AI Product Manager,data analysis | deep learning | machine learning | nlp,global_ai_jobs_dataset
Data Scientist,pytorch | machine learning | computer vision | tensorflow,global_ai_jobs_dataset
Ethical Hacker,python | c | c++ | javascript advanced | bash | powershell scripting | expert network security | linux and windows security | penetration testing | vulnerability assessment | web application security | metasploit | burp suite | nmap | sqlmap | wireshark | cryptography | ssl | tls | malware analysis | reverse engineering | compliance frameworks | leadership | analytical thinking | communication | ethical hacking | network security | linux | windows security,job_dataset
Web Developer,javascript | typescript | react | node.js | express.js | sql | mongodb | docker | aws | rest apis | graphql | ci | cd,job_dataset
Ethical Hacker,python basics | bash scripting basics | networking fundamentals | linux and windows os basics | introduction to penetration testing | vulnerability scanning | web application security basics | familiarity with metasploit | wireshark | cryptography fundamentals | problem-solving | teamwork | ethical awareness | ethical hacking | penetration testing | network security | python | linux | windows security | metasploit | cryptography | web security,job_dataset
Data Scientist,sql | tensorflow | machine learning | nlp,global_ai_jobs_dataset
AI Product Manager,pytorch | data analysis | deep learning | nlp,global_ai_jobs_dataset
AI Product Manager,statistics | python | deep learning | nlp,global_ai_jobs_dataset
Java Developer,jvm internals | performance tuning | concurrency | spring boot | microservices | java | jvm,job_dataset
MLOps Engineer,nlp | tensorflow | data analysis | python,global_ai_jobs_dataset
AI Engineer,tensorflow | pytorch | deep learning | statistics,global_ai_jobs_dataset
Prompt Engineer,statistics | computer vision | nlp | deep learning,global_ai_jobs_dataset
Data Scientist,computer vision | deep learning | python | nlp,global_ai_jobs_dataset
Machine Learning Engineer,sql | deep learning | computer vision | python,global_ai_jobs_dataset
Ethical Hacker,python basics | bash scripting basics | networking basics | linux | windows os fundamentals | introductory penetration testing | vulnerability assessment | web app security basics | familiarity with nmap | sqlmap | basic cryptography knowledge | analytical thinking | communication | ethical awareness | ethical hacking | penetration testing | network security | python | windows security | nmap | cryptography | web security,job_dataset
NLP Engineer,tensorflow | python | machine learning | sql,global_ai_jobs_dataset
MLOps Engineer,tensorflow | statistics | pytorch | machine learning,global_ai_jobs_dataset
Prompt Engineer,nlp | pytorch | statistics | tensorflow,global_ai_jobs_dataset
Data Engineer,python | scala | sql optimization | aws glue | databricks | flink | snowflake | airflow | sql,job_dataset
Data Analyst,sql | tensorflow | python | pytorch,global_ai_jobs_dataset
Data Engineer,python | scala basics | mysql | mongodb | airflow basics | linux | spark fundamentals | data modeling basics | etl | sql | airflow | data cleaning | spark basics,job_dataset
Blockchain Developer,java advanced | python advanced | solidity advanced | rust basics | ethereum multi-chain | hyperledger | corda | smart contract optimization | cryptography expert | scalable dapps | cross-chain interoperability | cloud integration | leadership | team management | innovation | stakeholder collaboration | blockchain architecture | multi-chain | cross-chain | cryptography | consensus algorithms | ethereum | security audits,job_dataset
Blockchain Developer,java basics | python basics | c++ basics | solidity basics | ethereum | hyperledger | corda | smart contract implementation | cryptography basics | dapps fundamentals | git basics | truffle | remix ide | problem-solving | communication | collaboration | blockchain | solidity | smart contracts | cryptography | dapps,job_dataset
Site Reliability Engineer,python advanced | go | java | bash | zsh scripting | linux administration | windows server | cloud (aws | azure | gcp) | docker | kubernetes advanced | ci | cd pipelines | iac (terraform | ansible) | monitoring & logging (prometheus | grafana | elk) | networking (tcp | ip | dns | load balancing | cdn) | automation | distributed systems | security compliance | problem-solving | leadership | collaboration | communication | python | linux | kubernetes | aws | terraform | cd | prometheus,job_dataset
Game Developer,c++ basics | c# basics | python basics | java basics | unity basics | unreal engine basics | game mechanics fundamentals | physics basics | animation basics | directx | opengl basics | git basics | debugging basics | communication | teamwork | creativity | adaptability | c++ | c# | unity | unreal engine | game design | game mechanics | graphics programming | git | debugging,job_dataset
Data Analyst,data analysis | python | computer vision | pytorch,global_ai_jobs_dataset
Web Developer,html5 | css3 | javascript | react basics | node.js basics | git | mongodb basics | rest apis | responsive design | react | node.js | mongodb,job_dataset
AI Engineer,deep learning | data analysis | computer vision | statistics,global_ai_jobs_dataset
Ethical Hacker,python | c | c++ | javascript | bash | powershell scripting | expert network and web security | linux and windows security | penetration testing | vulnerability assessment | web app security | metasploit | burp suite | nmap | sqlmap | wireshark | cryptography | ssl | tls | malware analysis | reverse engineering | compliance frameworks | leadership | project management | analytical thinking | ethical hacking | network security | linux | windows security,job_dataset
AI Researcher,data analysis | machine learning | sql | python,global_ai_jobs_dataset
Computer Vision Engineer,nlp | statistics | machine learning | pytorch,global_ai_jobs_dataset
Machine Learning Engineer,statistics | data analysis | machine learning | tensorflow,global_ai_jobs_dataset
Web Developer,javascript | react | node.js | express.js | mongodb | docker | kubernetes | aws | graphql | rest apis,job_dataset
Computer Vision Engineer,machine learning | deep learning | computer vision | pytorch,global_ai_jobs_dataset
