career,skills,source
AI Engineer,deep learning | pytorch | nlp | sql,global_ai_jobs_dataset
Machine Learning Engineer,tensorflow | python | nlp | sql,global_ai_jobs_dataset
MLOps Engineer,machine learning | data analysis | python | pytorch,global_ai_jobs_dataset
Prompt Engineer,nlp | deep learning | sql | pytorch,global_ai_jobs_dataset
Data Analyst,pytorch | nlp | data analysis | deep learning,global_ai_jobs_dataset
MLOps Engineer,python | data analysis | nlp | pytorch,global_ai_jobs_dataset
AI Product Manager,data analysis | statistics | deep learning | pytorch,global_ai_jobs_dataset
Machine Learning Engineer,machine learning | statistics | pytorch | sql,global_ai_jobs_dataset
Data Scientist,sql | computer vision | python | data analysis,global_ai_jobs_dataset
AI Engineer,tensorflow | nlp | sql | python,global_ai_jobs_dataset
Blockchain Developer,java basics | python basics | c++ basics | solidity basics | ethereum basics | hyperledger basics | corda basics | smart contracts | cryptography fundamentals | dapps basics | git | truffle | remix ide | problem-solving | teamwork | adaptability | blockchain | ethereum | solidity | cryptography | dapps | hyperledger | corda,job_dataset
AI Researcher,computer vision | tensorflow | sql | python,global_ai_jobs_dataset
AI Product Manager,tensorflow | computer vision | pytorch | machine learning,global_ai_jobs_dataset
AI Product Manager,data analysis | nlp | computer vision | machine learning,global_ai_jobs_dataset
Prompt Engineer,deep learning | computer vision | python | tensorflow,global_ai_jobs_dataset
AI Product Manager,sql | data analysis | machine learning | statistics,global_ai_jobs_dataset
Machine Learning Engineer,computer vision | sql | deep learning | data analysis,global_ai_jobs_dataset
Web Developer,html5 | css3 | javascript | angular basics | php basics | node.js basics | git | mysql basics | rest apis | angular | node.js | php | mysql,job_dataset
Computer Vision Engineer,pytorch | python | tensorflow | deep learning,global_ai_jobs_dataset
AI Engineer,statistics | computer vision | python | pytorch,global_ai_jobs_dataset
AI Product Manager,statistics | deep learning | data analysis | machine learning,global_ai_jobs_dataset
Data Analyst,data analysis | machine learning | pytorch | python,global_ai_jobs_dataset
Data Scientist,nlp | sql | deep learning | computer vision,global_ai_jobs_dataset
NLP Engineer,computer vision | python | pytorch | statistics,global_ai_jobs_dataset
Machine Learning Engineer,machine learning | data analysis | deep learning | nlp,global_ai_jobs_dataset
Site Reliability Engineer,python | go | java | bash | zsh scripting | linux expert | windows server | cloud platforms expert | docker | kubernetes | ci | cd pipelines | iac (terraform | ansible | puppet) | monitoring & logging (prometheus | grafana | elk | nagios | splunk) | networking (tcp | ip | dns | load balancing | cdn) | automation | distributed systems design | security compliance | problem-solving | leadership | collaboration | communication | linux | aws | terraform | cd | monitoring | distributed systems,job_dataset
NLP Engineer,computer vision | deep learning | tensorflow | machine learning,global_ai_jobs_dataset
Data Analyst,nlp | deep learning | python | statistics,global_ai_jobs_dataset
Web Developer,html5 | css3 | javascript | angular basics | php basics | node.js basics | git | mysql basics | rest apis | angular | node.js | php | mysql,job_dataset
NLP Engineer,deep learning | computer vision | data analysis | sql,global_ai_jobs_dataset
Prompt Engineer,nlp | tensorflow | data analysis | machine learning,global_ai_jobs_dataset
NLP Engineer,nlp | deep learning | pytorch | python,global_ai_jobs_dataset
Computer Vision Engineer,python | pytorch | machine learning | sql,global_ai_jobs_dataset
Prompt Engineer,nlp | deep learning | sql | python,global_ai_jobs_dataset
NLP Engineer,python | nlp | machine learning | tensorflow,global_ai_jobs_dataset
MLOps Engineer,machine learning | deep learning | computer vision | python,global_ai_jobs_dataset
.NET Developer,c# | .net core | asp.net mvc | sql server | entity framework | rest apis | docker | azure | microservices,job_dataset
NLP Engineer,python | statistics | sql | computer vision,global_ai_jobs_dataset
AI Researcher,tensorflow | data analysis | python | machine learning,global_ai_jobs_dataset
AI Product Manager,python | computer vision | statistics | sql,global_ai_jobs_dataset
MLOps Engineer,tensorflow | computer vision | nlp | machine learning,global_ai_jobs_dataset
AI Researcher,pytorch | machine learning | sql | tensorflow,global_ai_jobs_dataset
Prompt Engineer,nlp | pytorch | data analysis | tensorflow,global_ai_jobs_dataset
Data Engineer,sql | python | java basics | mongodb | hadoop basics | data structures | etl tools introduction | etl | data warehousing,job_dataset
Machine Learning Engineer,nlp | statistics | pytorch | python,global_ai_jobs_dataset
AI Engineer,sql | computer vision | tensorflow | machine learning,global_ai_jobs_dataset
Data Scientist,data analysis | sql | machine learning | deep learning,global_ai_jobs_dataset
Prompt Engineer,sql | pytorch | computer vision | python,global_ai_jobs_dataset
Web Developer,html5 | css3 | javascript | react basics | node.js basics | git | mongodb basics | rest apis | responsive design | react | node.js | mongodb,job_dataset
Machine Learning Engineer,deep learning | sql | machine learning | python,global_ai_jobs_dataset
Prompt Engineer,nlp | data analysis | statistics | computer vision,global_ai_jobs_dataset
AI Engineer,python | computer vision | sql | tensorflow,global_ai_jobs_dataset
AI Engineer,machine learning | tensorflow | deep learning | data analysis,global_ai_jobs_dataset
AI Engineer,sql | computer vision | nlp | deep learning,global_ai_jobs_dataset
AI Product Manager,pytorch | data analysis | tensorflow | sql,global_ai_jobs_dataset
Prompt Engineer,data analysis | nlp | statistics | pytorch,global_ai_jobs_dataset
AI Researcher,machine learning | python | tensorflow | computer vision,global_ai_jobs_dataset
Data Scientist,tensorflow | machine learning | computer vision | statistics,global_ai_jobs_dataset
NLP Engineer,deep learning | statistics | machine learning | sql,global_ai_jobs_dataset
NLP Engineer,pytorch | statistics | computer vision | nlp,global_ai_jobs_dataset
Data Engineer,python | java basics | sql | postgresql | mongodb | hadoop basics | spark basics | etl fundamentals | aws basics | azure fundamentals | etl | big data | aws | hadoop | data engineering fundamentals,job_dataset
Web Developer,javascript | typescript | react | node.js | express.js | sql | mongodb | docker | kubernetes | graphql | rest apis,job_dataset
Computer Vision Engineer,data analysis | tensorflow | machine learning | nlp,global_ai_jobs_dataset
Blockchain Developer,java basics | python basics | c++ basics | solidity basics | ethereum basics | hyperledger basics | corda basics | smart contracts basics | cryptography fundamentals | dapps fundamentals | git | truffle | remix ide | problem-solving | communication | teamwork | blockchain | ethereum | solidity | smart contracts | cryptography | dapps | hyperledger | corda,job_dataset
Data Analyst,tensorflow | pytorch | machine learning | computer vision,global_ai_jobs_dataset
AI Researcher,nlp | tensorflow | python | machine learning,global_ai_jobs_dataset
NLP Engineer,deep learning | machine learning | python | computer vision,global_ai_jobs_dataset
MLOps Engineer,tensorflow | data analysis | nlp | statistics,global_ai_jobs_dataset
Web Developer,javascript | vue.js | node.js | express.js | sql | redis | docker | aws | ci | cd | testing with jest | enzyme | jest,job_dataset
NLP Engineer,statistics | deep learning | machine learning | sql,global_ai_jobs_dataset
Java Developer,advanced sql | database tuning | mongodb | cassandra | performance optimization | java | sql | nosql | performance tuning,job_dataset
AI Engineer,nlp | computer vision | tensorflow | statistics,global_ai_jobs_dataset
Ethical Hacker,python basics | bash scripting basics | networking fundamentals | linux (kali linux | parrot os) basics | windows security basics | introduction to penetration testing | vulnerability scanning basics | web application security basics | familiarity with metasploit and burp suite | cryptography fundamentals | problem-solving | communication | ethical compliance | ethical hacking | penetration testing | network security | python | linux | windows security | metasploit | burp suite | cryptography | web security,job_dataset
Site Reliability Engineer,python | go | java | bash | zsh scripting | linux | windows expert | cloud platforms (aws | azure | gcp) | docker | kubernetes expert | ci | cd pipelines (jenkins | github actions | bamboo) | iac (terraform | ansible | puppet | chef) | monitoring & logging (prometheus | grafana | elk | nagios | splunk) | networking (tcp | ip | dns | load balancing | cdn) | automation | distributed systems architecture | security compliance | problem-solving | leadership | collaboration | communication | kubernetes | aws | terraform | cd | monitoring | distributed systems,job_dataset
MLOps Engineer,nlp | python | pytorch | deep learning,global_ai_jobs_dataset
Blockchain Developer,solidity | smart contracts | javascript | web3.js | cryptography | ethereum | python | hardhat | defi | git | truffle | ethers.js | ipfs | nfts | rust | layer 2 solutions | cross-chain protocols | security auditing | tokenomics | erc standards,it_jobs_required_skills
AI Researcher,statistics | data analysis | sql | pytorch,global_ai_jobs_dataset
Computer Vision Engineer,statistics | nlp | computer vision | sql,global_ai_jobs_dataset
Data Analyst,computer vision | pytorch | data analysis | statistics,global_ai_jobs_dataset
MLOps Engineer,python | statistics | sql | deep learning,global_ai_jobs_dataset
MLOps Engineer,deep learning | computer vision | data analysis | nlp,global_ai_jobs_dataset
AI Researcher,computer vision | tensorflow | sql | nlp,global_ai_jobs_dataset
Machine Learning Engineer,statistics | tensorflow | nlp | sql,global_ai_jobs_dataset
MLOps Engineer,data analysis | statistics | pytorch | python,global_ai_jobs_dataset
MLOps Engineer,machine learning | sql | deep learning | statistics,global_ai_jobs_dataset
Prompt Engineer,sql | computer vision | tensorflow | data analysis,global_ai_jobs_dataset
Machine Learning Engineer,python | pytorch | statistics | tensorflow,global_ai_jobs_dataset
Data Analyst,nlp | computer vision | machine learning | sql,global_ai_jobs_dataset
AI Researcher,computer vision | tensorflow | machine learning | nlp,global_ai_jobs_dataset
AI Product Manager,python | computer vision | deep learning | statistics,global_ai_jobs_dataset
Machine Learning Engineer,pytorch | statistics | sql | tensorflow,global_ai_jobs_dataset
AI Researcher,deep learning | python | tensorflow | sql,global_ai_jobs_dataset
MLOps Engineer,sql | nlp | computer vision | pytorch,global_ai_jobs_dataset
Prompt Engineer,sql | machine learning | nlp | deep learning,global_ai_jobs_dataset
AI Researcher,nlp | pytorch | statistics | tensorflow,global_ai_jobs_dataset
Java Developer,java apis | concurrency basics | jdbc | sql (mysql | postgresql) | servlets | jsp | html | css | javascript | java | sql | web development,job_dataset
Data Scientist,python | nlp | deep learning | tensorflow,global_ai_jobs_dataset
Prompt Engineer,tensorflow | python | deep learning | statistics,global_ai_jobs_dataset
NLP Engineer,tensorflow | deep learning | statistics | python,global_ai_jobs_dataset
Data Analyst,python | deep learning | pytorch | statistics,global_ai_jobs_dataset
AI Engineer,computer vision | deep learning | machine learning | python,global_ai_jobs_dataset
AI Product Manager,computer vision | tensorflow | sql | nlp,global_ai_jobs_dataset
Machine Learning Engineer,nlp | pytorch | machine learning | sql,global_ai_jobs_dataset
AI Product Manager,machine learning | data analysis | sql | pytorch,global_ai_jobs_dataset
Data Scientist,computer vision | deep learning | python | pytorch,global_ai_jobs_dataset
Prompt Engineer,deep learning | machine learning | python | nlp,global_ai_jobs_dataset
Data Analyst,statistics | python | pytorch | deep learning,global_ai_jobs_dataset
Machine Learning Engineer,computer vision | machine learning | data analysis | nlp,global_ai_jobs_dataset
AI Engineer,sql | machine learning | python | computer vision,global_ai_jobs_dataset
.NET Developer,c# | asp.net core | webapi | grpc | sql server | azure | .net core,job_dataset
Blockchain Developer,java advanced | python advanced | solidity advanced | rust basics | ethereum multi-chain | hyperledger | corda | smart contract security audits | gas optimization | cryptography advanced | scalable dapps | cross-chain interoperability | cloud integration | leadership | project management | innovation | mentorship | blockchain architecture | smart contract optimization | multi-chain | cross-chain | cryptography | consensus algorithms | ethereum | security audits,job_dataset
AI Engineer,computer vision | data analysis | sql | tensorflow,global_ai_jobs_dataset
AI Product Manager,deep learning | computer vision | nlp | machine learning,global_ai_jobs_dataset
Data Analyst,data analysis | tensorflow | nlp | python,global_ai_jobs_dataset
Prompt Engineer,python | machine learning | nlp | data analysis,global_ai_jobs_dataset
AI Product Manager,deep learning | sql | nlp | python,global_ai_jobs_dataset
MLOps Engineer,sql | tensorflow | deep learning | nlp,global_ai_jobs_dataset
Data Analyst,deep learning | computer vision | python | machine learning,global_ai_jobs_dataset
AI Researcher,statistics | computer vision | tensorflow | nlp,global_ai_jobs_dataset
Data Scientist,deep learning | data analysis | sql | machine learning,global_ai_jobs_dataset
NLP Engineer,statistics | machine learning | sql | nlp,global_ai_jobs_dataset
Ethical Hacker,python basics | bash scripting basics | networking fundamentals | linux (kali | parrot os) basics | windows security basics | introduction to penetration testing | basic vulnerability assessment | web application security basics | familiarity with nmap and wireshark | basic cryptography understanding | problem-solving | communication | ethical awareness | ethical hacking | penetration testing | network security | python | linux | windows security | nmap | wireshark | cryptography | web security,job_dataset
MLOps Engineer,machine learning | nlp | python | sql,global_ai_jobs_dataset
AI Product Manager,tensorflow | statistics | nlp | deep learning,global_ai_jobs_dataset
Machine Learning Engineer,machine learning | tensorflow | nlp | statistics,global_ai_jobs_dataset
Data Analyst,statistics | python | sql | pytorch,global_ai_jobs_dataset
Machine Learning Engineer,statistics | computer vision | tensorflow | machine learning,global_ai_jobs_dataset
Prompt Engineer,nlp | python | data analysis | computer vision,global_ai_jobs_dataset
.NET Developer,c# | asp.net core | sql server | entity framework | design patterns | solid principles | azure devops | .net core | asp.net mvc | solid,job_dataset
MLOps Engineer,deep learning | statistics | nlp | machine learning,global_ai_jobs_dataset
Data Analyst,python | tensorflow | data analysis | sql,global_ai_jobs_dataset
AI Engineer,statistics | computer vision | tensorflow | machine learning,global_ai_jobs_dataset
MLOps Engineer,deep learning | computer vision | data analysis | sql,global_ai_jobs_dataset
Computer Vision Engineer,nlp | sql | python | tensorflow,global_ai_jobs_dataset
Site Reliability Engineer,python | go | java | bash | zsh scripting | linux | windows expert | cloud platforms (aws | azure | gcp) | docker | kubernetes expert | ci | cd pipelines (jenkins | github actions | bamboo) | iac (terraform | ansible | puppet | chef) | monitoring & logging (prometheus | grafana | elk | nagios | splunk) | networking (tcp | ip | dns | load balancing | cdn) | automation | distributed systems architecture | security compliance | problem-solving | leadership | collaboration | communication | kubernetes | aws | terraform | cd | monitoring | distributed systems,job_dataset
Game Developer,c++ expert | c# expert | python advanced | java advanced | unity expert | unreal engine expert | godot basics | ai and gameplay systems | multiplayer networking | physics simulation | shader programming | graphics optimization | cross-platform deployment | testing | debugging | leadership | team collaboration | project management | c++ | c# | unity | unreal engine | game ai | multiplayer | performance optimization,job_dataset
NLP Engineer,tensorflow | data analysis | statistics | python,global_ai_jobs_dataset
Prompt Engineer,python | machine learning | pytorch | statistics,global_ai_jobs_dataset
AI Product Manager,machine learning | pytorch | computer vision | python,global_ai_jobs_dataset
NLP Engineer,statistics | python | pytorch | computer vision,global_ai_jobs_dataset
Game Developer,c++ expert | c# expert | python advanced | java advanced | unity expert | unreal engine expert | advanced gameplay and ai systems | multiplayer networking | physics and collision systems | shader programming hlsl | glsl | graphics optimization | performance profiling | cross-platform development | testing frameworks | leadership | team collaboration | project management | c++ | c# | unity | unreal engine | game ai | shader programming | multiplayer | performance optimization,job_dataset
Java Developer,spring framework basics | hibernate basics | maven | gradle | junit basics | testng basics | java | spring | hibernate | junit | testng,job_dataset
AI Engineer,statistics | deep learning | sql | pytorch,global_ai_jobs_dataset
Computer Vision Engineer,deep learning | data analysis | tensorflow | machine learning,global_ai_jobs_dataset
Prompt Engineer,nlp | tensorflow | python | machine learning,global_ai_jobs_dataset
NLP Engineer,computer vision | python | deep learning | tensorflow,global_ai_jobs_dataset
AI Researcher,python | machine learning | nlp | pytorch,global_ai_jobs_dataset
Data Analyst,data analysis | computer vision | python | pytorch,global_ai_jobs_dataset
Machine Learning Engineer,python | machine learning | deep learning | sql,global_ai_jobs_dataset
Data Analyst,nlp | computer vision | statistics | pytorch,global_ai_jobs_dataset
MLOps Engineer,sql | statistics | deep learning | computer vision,global_ai_jobs_dataset
Data Analyst,deep learning | nlp | sql | machine learning,global_ai_jobs_dataset
Blockchain Developer,solidity | smart contracts | javascript | web3.js | cryptography | ethereum | python | hardhat | defi | git | truffle | ethers.js | ipfs | nfts | rust | layer 2 solutions | cross-chain protocols | security auditing | tokenomics | erc standards,it_jobs_required_skills
AI Engineer,machine learning | tensorflow | python | sql,global_ai_jobs_dataset
AI Engineer,nlp | statistics | pytorch | machine learning,global_ai_jobs_dataset
Site Reliability Engineer,python advanced | go programming | java scripting | bash scripting | linux administration | windows administration | cloud platforms (aws | azure | gcp) | docker | kubernetes advanced | ci | cd pipelines (jenkins | bamboo | github actions) | infrastructure as code (terraform | ansible) | monitoring and logging tools (prometheus | grafana | elk stack) | networking (tcp | ip | dns | load balancing | cdn) | automation scripting | distributed systems management | security and compliance basics | problem-solving | collaboration | communication | time management | python | go | linux | kubernetes | aws | terraform | cd | prometheus | distributed systems,job_dataset
Site Reliability Engineer,python | go | java | bash | zsh scripting | linux expert | windows server | cloud platforms expert | docker | kubernetes | ci | cd pipelines | iac (terraform | ansible | puppet) | monitoring & logging (prometheus | grafana | elk | nagios | splunk) | networking (tcp | ip | dns | load balancing | cdn) | automation | distributed systems design | security compliance | problem-solving | leadership | collaboration | communication | linux | aws | terraform | cd | monitoring | distributed systems,job_dataset
Data Analyst,nlp | computer vision | machine learning | tensorflow,global_ai_jobs_dataset
MLOps Engineer,sql | tensorflow | data analysis | nlp,global_ai_jobs_dataset
Java Developer,advanced java | spring boot | hibernate | rest apis | sql | java developer,job_dataset
MLOps Engineer,sql | statistics | deep learning | python,global_ai_jobs_dataset
Machine Learning Engineer,statistics | python | nlp | data analysis,global_ai_jobs_dataset
NLP Engineer,pytorch | data analysis | nlp | tensorflow,global_ai_jobs_dataset
Data Engineer,python | scala | sql optimization | aws glue | databricks | flink | snowflake | airflow | sql,job_dataset
Machine Learning Engineer,machine learning | sql | pytorch | data analysis,global_ai_jobs_dataset
NLP Engineer,machine learning | computer vision | tensorflow | deep learning,global_ai_jobs_dataset
NLP Engineer,computer vision | statistics | tensorflow | nlp,global_ai_jobs_dataset
Site Reliability Engineer,python | go | java | bash | zsh scripting | linux | windows administration expert | cloud platforms expert | docker | kubernetes expert | ci | cd pipelines expert | iac (terraform | ansible | puppet | chef) | monitoring & logging expert (prometheus | grafana | elk | nagios | splunk) | networking (tcp | ip | dns | load balancing | cdn) | automation | distributed systems architecture | security and compliance | problem-solving | leadership | collaboration | communication | kubernetes | aws | terraform | cd | monitoring | distributed systems,job_dataset
Computer Vision Engineer,pytorch | sql | nlp | machine learning,global_ai_jobs_dataset
AI Product Manager,computer vision | tensorflow | machine learning | statistics,global_ai_jobs_dataset
AI Product Manager,data analysis | pytorch | deep learning | sql,global_ai_jobs_dataset
.NET Developer,c# | asp.net core | sql server | entity framework | design patterns | solid principles | azure devops | .net core | asp.net mvc | solid,job_dataset
AI Researcher,pytorch | data analysis | sql | python,global_ai_jobs_dataset
MLOps Engineer,tensorflow | sql | machine learning | nlp,global_ai_jobs_dataset
Data Analyst,sql | tensorflow | data analysis | nlp,global_ai_jobs_dataset
Web Developer,html5 | css3 | javascript | react basics | angular basics | node.js basics | php basics | git | github basics | mysql basics | mongodb basics | restful apis | ajax | responsive design | ui | ux fundamentals | react | angular | node.js | php,job_dataset
Computer Vision Engineer,pytorch | data analysis | python | computer vision,global_ai_jobs_dataset
Computer Vision Engineer,machine learning | data analysis | nlp | deep learning,global_ai_jobs_dataset
Java Developer,java apis | concurrency basics | jdbc | sql (mysql | postgresql) | servlets | jsp | html | css | javascript | java | sql | web development,job_dataset
Machine Learning Engineer,data analysis | tensorflow | deep learning | statistics,global_ai_jobs_dataset
Computer Vision Engineer,data analysis | machine learning | tensorflow | python,global_ai_jobs_dataset
MLOps Engineer,data analysis | python | nlp | computer vision,global_ai_jobs_dataset
AI Engineer,statistics | deep learning | machine learning | nlp,global_ai_jobs_dataset
Data Analyst,tensorflow | deep learning | python | nlp,global_ai_jobs_dataset
Site Reliability Engineer,python advanced | go | java | bash | zsh scripting | linux administration | windows server | cloud (aws | azure | gcp) | docker | kubernetes advanced | ci | cd pipelines | iac (terraform | ansible) | monitoring & logging (prometheus | grafana | elk) | networking (tcp | ip | dns | load balancing | cdn) | automation | distributed systems | security compliance | problem-solving | leadership | collaboration | communication | python | linux | kubernetes | aws | terraform | cd | prometheus,job_dataset
Data Scientist,machine learning | deep learning | tensorflow | sql,global_ai_jobs_dataset
NLP Engineer,pytorch | data analysis | computer vision | nlp,global_ai_jobs_dataset
Data Analyst,nlp | python | sql | deep learning,global_ai_jobs_dataset
Data Scientist,pytorch | computer vision | tensorflow | deep learning,global_ai_jobs_dataset
Data Scientist,pytorch | tensorflow | computer vision | nlp,global_ai_jobs_dataset
Data Analyst,python | deep learning | pytorch | tensorflow,global_ai_jobs_dataset
AI Engineer,data analysis | computer vision | deep learning | nlp,global_ai_jobs_dataset
Data Analyst,python | sql | tensorflow | data analysis,global_ai_jobs_dataset
MLOps Engineer,python | tensorflow | data analysis | pytorch,global_ai_jobs_dataset
MLOps Engineer,deep learning | pytorch | python | statistics,global_ai_jobs_dataset
AI Engineer,tensorflow | sql | data analysis | statistics,global_ai_jobs_dataset
Machine Learning Engineer,pytorch | statistics | tensorflow | data analysis,global_ai_jobs_dataset
AI Product Manager,pytorch | machine learning | deep learning | data analysis,global_ai_jobs_dataset
NLP Engineer,python | statistics | pytorch | nlp,global_ai_jobs_dataset
Computer Vision Engineer,sql | nlp | tensorflow | deep learning,global_ai_jobs_dataset
Blockchain Developer,java advanced | python advanced | solidity advanced | rust basics | ethereum multi-chain | hyperledger | corda | smart contract optimization | cryptography expert | scalable dapps | cross-chain interoperability | cloud integration | leadership | team management | innovation | stakeholder collaboration | blockchain architecture | multi-chain | cross-chain | cryptography | consensus algorithms | ethereum | security audits,job_dataset
NLP Engineer,computer vision | tensorflow | deep learning | statistics,global_ai_jobs_dataset
AI Engineer,nlp | pytorch | machine learning | sql,global_ai_jobs_dataset
AI Researcher,tensorflow | computer vision | nlp | sql,global_ai_jobs_dataset
Data Scientist,python | machine learning | statistics | pytorch,global_ai_jobs_dataset
Data Scientist,nlp | tensorflow | python | data analysis,global_ai_jobs_dataset
AI Product Manager,sql | computer vision | deep learning | data analysis,global_ai_jobs_dataset
Ethical Hacker,python | c | c++ | javascript | bash | powershell scripting | expert network and web security | linux and windows security | penetration testing | vulnerability assessment | web app security | metasploit | burp suite | nmap | sqlmap | wireshark | cryptography | ssl | tls | malware analysis | reverse engineering | compliance frameworks | leadership | project management | analytical thinking | ethical hacking | network security | linux | windows security,job_dataset
AI Researcher,python | sql | pytorch | data analysis,global_ai_jobs_dataset
AI Product Manager,python | nlp | deep learning | machine learning,global_ai_jobs_dataset
Prompt Engineer,computer vision | tensorflow | statistics | data analysis,global_ai_jobs_dataset
Computer Vision Engineer,nlp | sql | tensorflow | computer vision,global_ai_jobs_dataset
MLOps Engineer,tensorflow | machine learning | statistics | python,global_ai_jobs_dataset
AI Researcher,nlp | computer vision | sql | machine learning,global_ai_jobs_dataset
.NET Developer,c# | .net framework | asp.net | razor | sql server | git | nunit basics | .net | unit testing,job_dataset
Game Developer,c++ expert | c# expert | python advanced | java advanced | unity expert | unreal engine expert | advanced ai and gameplay | multiplayer networking | physics simulation | shader programming hlsl | glsl | graphics optimization | performance profiling | cross-platform deployment | testing frameworks | leadership | project management | team collaboration | c++ | c# | unity | unreal engine | game ai | shader programming | multiplayer | performance optimization,job_dataset
MLOps Engineer,tensorflow | deep learning | statistics | computer vision,global_ai_jobs_dataset
NLP Engineer,tensorflow | deep learning | pytorch | python,global_ai_jobs_dataset
NLP Engineer,computer vision | tensorflow | machine learning | statistics,global_ai_jobs_dataset
AI Researcher,python | tensorflow | pytorch | sql,global_ai_jobs_dataset
AI Researcher,statistics | machine learning | python | tensorflow,global_ai_jobs_dataset
Java Developer,java apis | concurrency basics | jdbc | sql (mysql | postgresql) | servlets | jsp | html | css | javascript | java | sql | web development,job_dataset
Prompt Engineer,machine learning | statistics | deep learning | sql,global_ai_jobs_dataset
Prompt Engineer,data analysis | pytorch | sql | computer vision,global_ai_jobs_dataset
AI Engineer,statistics | computer vision | data analysis | tensorflow,global_ai_jobs_dataset
Computer Vision Engineer,tensorflow | nlp | machine learning | computer vision,global_ai_jobs_dataset
Java Developer,core java | basic rest api knowledge | version control (git) | problem solving | java | rest apis | git,job_dataset
Prompt Engineer,python | machine learning | computer vision | sql,global_ai_jobs_dataset
Prompt Engineer,data analysis | tensorflow | computer vision | python,global_ai_jobs_dataset
Machine Learning Engineer,deep learning | sql | data analysis | nlp,global_ai_jobs_dataset
AI Engineer,python | pytorch | sql | data analysis,global_ai_jobs_dataset
Data Engineer,python | scala basics | postgresql | mongodb | data modeling basics | azure fundamentals | hadoop basics | etl | sql | azure,job_dataset
MLOps Engineer,deep learning | sql | nlp | data analysis,global_ai_jobs_dataset
NLP Engineer,tensorflow | machine learning | deep learning | computer vision,global_ai_jobs_dataset
Site Reliability Engineer,linux | python | monitoring | kubernetes | docker | incident management | cloud | distributed systems | slo | sla | prometheus | grafana | chaos engineering | automation | bash | git | networking | on-call practices | capacity planning | postmortem | runbooks,it_jobs_required_skills
Computer Vision Engineer,data analysis | machine learning | sql | statistics,global_ai_jobs_dataset
Machine Learning Engineer,deep learning | python | machine learning | nlp,global_ai_jobs_dataset
MLOps Engineer,python | sql | deep learning | data analysis,global_ai_jobs_dataset
Data Engineer,scala | python | sql | kafka | flink | databricks | gcp bigquery | data modeling | bigquery,job_dataset
AI Engineer,tensorflow | machine learning | data analysis | nlp,global_ai_jobs_dataset
NLP Engineer,machine learning | deep learning | statistics | python,global_ai_jobs_dataset
Prompt Engineer,sql | pytorch | statistics | tensorflow,global_ai_jobs_dataset
Data Scientist,python | data analysis | machine learning | statistics,global_ai_jobs_dataset
Data Scientist,sql | machine learning | statistics | deep learning,global_ai_jobs_dataset
Data Analyst,deep learning | tensorflow | machine learning | python,global_ai_jobs_dataset
Blockchain Developer,java advanced | python advanced | solidity advanced | rust basics | ethereum multi-chain | hyperledger | corda | smart contract optimization | cryptography expert | scalable dapps | cross-chain interoperability | cloud integration | leadership | team management | innovation | stakeholder collaboration | blockchain architecture | multi-chain | cross-chain | cryptography | consensus algorithms | ethereum | security audits,job_dataset
AI Engineer,sql | pytorch | deep learning | statistics,global_ai_jobs_dataset
Site Reliability Engineer,python basics | shell scripting (bash | zsh) | linux os basics | windows os fundamentals | cloud platforms basics (aws | azure | gcp) | docker fundamentals | kubernetes basics | monitoring tools intro (prometheus | grafana) | networking basics (tcp | ip | dns) | basic automation scripts | analytical thinking | time management | communication | python | bash | linux | docker | kubernetes | aws | ci | cd | prometheus | networking | automation,job_dataset
MLOps Engineer,python | deep learning | nlp | pytorch,global_ai_jobs_dataset
AI Engineer,machine learning | nlp | computer vision | pytorch,global_ai_jobs_dataset
Data Scientist,sql | tensorflow | python | pytorch,global_ai_jobs_dataset
Computer Vision Engineer,machine learning | python | computer vision | statistics,global_ai_jobs_dataset
AI Product Manager,pytorch | python | data analysis | statistics,global_ai_jobs_dataset
AI Product Manager,data analysis | tensorflow | pytorch | deep learning,global_ai_jobs_dataset
AI Researcher,pytorch | machine learning | deep learning | sql,global_ai_jobs_dataset
Web Developer,javascript | typescript | react | node.js | express.js | sql | mongodb | docker | kubernetes | graphql | rest apis,job_dataset
MLOps Engineer,deep learning | data analysis | statistics | pytorch,global_ai_jobs_dataset
AI Engineer,machine learning | nlp | python | deep learning,global_ai_jobs_dataset
Computer Vision Engineer,deep learning | nlp | sql | python,global_ai_jobs_dataset
MLOps Engineer,python | pytorch | machine learning | nlp,global_ai_jobs_dataset
Data Analyst,machine learning | deep learning | pytorch | computer vision,global_ai_jobs_dataset
Data Engineer,python | java | sql | apache kafka | snowflake | airflow | aws glue | hadoop | etl | kafka | aws,job_dataset
AI Engineer,deep learning | nlp | python | machine learning,global_ai_jobs_dataset
Computer Vision Engineer,machine learning | computer vision | nlp | python,global_ai_jobs_dataset
Machine Learning Engineer,statistics | deep learning | machine learning | sql,global_ai_jobs_dataset
Machine Learning Engineer,pytorch | computer vision | data analysis | machine learning,global_ai_jobs_dataset
AI Product Manager,tensorflow | computer vision | data analysis | python,global_ai_jobs_dataset
AI Researcher,computer vision | data analysis | statistics | tensorflow,global_ai_jobs_dataset
Prompt Engineer,statistics | tensorflow | data analysis | sql,global_ai_jobs_dataset
Data Analyst,machine learning | tensorflow | sql | deep learning,global_ai_jobs_dataset
Data Scientist,pytorch | machine learning | sql | nlp,global_ai_jobs_dataset
Data Scientist,machine learning | sql | tensorflow | statistics,global_ai_jobs_dataset
